aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 1: ApiVersionResponse_v0(error_code=0, api_versions=[(api_key=0, min_version=0, max_version=11), (api_key=1, min_version=0, max_version=17), (api_key=2, min_version=0, max_version=9), (api_key=3, min_version=0, max_version=12), (api_key=4, min_version=0, max_version=7), (api_key=5, min_version=0, max_version=4), (api_key=6, min_version=0, max_version=8), (api_key=7, min_version=0, max_version=3), (api_key=8, min_version=0, max_version=9), (api_key=9, min_version=0, max_version=9), (api_key=10, min_version=0, max_version=6), (api_key=11, min_version=0, max_version=9), (api_key=12, min_version=0, max_version=4), (api_key=13, min_version=0, max_version=5), (api_key=14, min_version=0, max_version=5), (api_key=15, min_version=0, max_version=5), (api_key=16, min_version=0, max_version=5), (api_key=17, min_version=0, max_version=1), (api_key=18, min_version=0, max_version=4), (api_key=19, min_version=0, max_version=7), (api_key=20, min_version=0, max_version=6), (api_key=21, min_version=0, max_version=2), (api_key=22, min_version=0, max_version=5), (api_key=23, min_version=0, max_version=4), (api_key=24, min_version=0, max_version=5), (api_key=25, min_version=0, max_version=4), (api_key=26, min_version=0, max_version=4), (api_key=27, min_version=0, max_version=1), (api_key=28, min_version=0, max_version=4), (api_key=29, min_version=0, max_version=3), (api_key=30, min_version=0, max_version=3), (api_key=31, min_version=0, max_version=3), (api_key=32, min_version=0, max_version=4), (api_key=33, min_version=0, max_version=2), (api_key=34, min_version=0, max_version=2), (api_key=35, min_version=0, max_version=4), (api_key=36, min_version=0, max_version=2), (api_key=37, min_version=0, max_version=3), (api_key=38, min_version=0, max_version=3), (api_key=39, min_version=0, max_version=2), (api_key=40, min_version=0, max_version=2), (api_key=41, min_version=0, max_version=3), (api_key=42, min_version=0, max_version=2), (api_key=43, min_version=0, max_version=2), (api_key=44, min_version=0, max_version=1), (api_key=45, min_version=0, max_version=0), (api_key=46, min_version=0, max_version=0), (api_key=47, min_version=0, max_version=0), (api_key=48, min_version=0, max_version=1), (api_key=49, min_version=0, max_version=1), (api_key=50, min_version=0, max_version=0), (api_key=51, min_version=0, max_version=0), (api_key=56, min_version=0, max_version=3), (api_key=57, min_version=0, max_version=1), (api_key=58, min_version=0, max_version=0), (api_key=60, min_version=0, max_version=1), (api_key=61, min_version=0, max_version=0), (api_key=65, min_version=0, max_version=0), (api_key=66, min_version=0, max_version=1), (api_key=67, min_version=0, max_version=0), (api_key=68, min_version=0, max_version=0), (api_key=69, min_version=0, max_version=0)])
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 2: MetadataRequest_v0(topics=[])
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 2: MetadataResponse_v0(brokers=[(node_id=0, host='localhost', port=9092)], topics=[(error_code=0, topic='testtopic', partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	Closing connection at localhost:9092
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	INFO    	Metadata for topic has changed from [] to [Assignment(member_id='v0', metadata=b'{"version":2,"karapace_version":"5.0.3.dev12+g68ba44622","host":"127.0.0.1","port":8081,"scheme":"http","master_eligibility":true}')]. 
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Initiating connection to node 0 at localhost:9092
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 1: ApiVersionRequest_v0()
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 1: ApiVersionResponse_v0(error_code=0, api_versions=[(api_key=0, min_version=0, max_version=11), (api_key=1, min_version=0, max_version=17), (api_key=2, min_version=0, max_version=9), (api_key=3, min_version=0, max_version=12), (api_key=4, min_version=0, max_version=7), (api_key=5, min_version=0, max_version=4), (api_key=6, min_version=0, max_version=8), (api_key=7, min_version=0, max_version=3), (api_key=8, min_version=0, max_version=9), (api_key=9, min_version=0, max_version=9), (api_key=10, min_version=0, max_version=6), (api_key=11, min_version=0, max_version=9), (api_key=12, min_version=0, max_version=4), (api_key=13, min_version=0, max_version=5), (api_key=14, min_version=0, max_version=5), (api_key=15, min_version=0, max_version=5), (api_key=16, min_version=0, max_version=5), (api_key=17, min_version=0, max_version=1), (api_key=18, min_version=0, max_version=4), (api_key=19, min_version=0, max_version=7), (api_key=20, min_version=0, max_version=6), (api_key=21, min_version=0, max_version=2), (api_key=22, min_version=0, max_version=5), (api_key=23, min_version=0, max_version=4), (api_key=24, min_version=0, max_version=5), (api_key=25, min_version=0, max_version=4), (api_key=26, min_version=0, max_version=4), (api_key=27, min_version=0, max_version=1), (api_key=28, min_version=0, max_version=4), (api_key=29, min_version=0, max_version=3), (api_key=30, min_version=0, max_version=3), (api_key=31, min_version=0, max_version=3), (api_key=32, min_version=0, max_version=4), (api_key=33, min_version=0, max_version=2), (api_key=34, min_version=0, max_version=2), (api_key=35, min_version=0, max_version=4), (api_key=36, min_version=0, max_version=2), (api_key=37, min_version=0, max_version=3), (api_key=38, min_version=0, max_version=3), (api_key=39, min_version=0, max_version=2), (api_key=40, min_version=0, max_version=2), (api_key=41, min_version=0, max_version=3), (api_key=42, min_version=0, max_version=2), (api_key=43, min_version=0, max_version=2), (api_key=44, min_version=0, max_version=1), (api_key=45, min_version=0, max_version=0), (api_key=46, min_version=0, max_version=0), (api_key=47, min_version=0, max_version=0), (api_key=48, min_version=0, max_version=1), (api_key=49, min_version=0, max_version=1), (api_key=50, min_version=0, max_version=0), (api_key=51, min_version=0, max_version=0), (api_key=56, min_version=0, max_version=3), (api_key=57, min_version=0, max_version=1), (api_key=58, min_version=0, max_version=0), (api_key=60, min_version=0, max_version=1), (api_key=61, min_version=0, max_version=0), (api_key=65, min_version=0, max_version=0), (api_key=66, min_version=0, max_version=1), (api_key=67, min_version=0, max_version=0), (api_key=68, min_version=0, max_version=0), (api_key=69, min_version=0, max_version=0)])
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 2: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 2: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 3: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 3: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
karapace.core.kafka.consumer.KafkaConsumer	schema-reader	INFO    	Subscribing to topics ['_schemas'] and patterns []
karapace.core.schema_reader	schema-reader	INFO    	[Schema Topic] Creating '_schemas'
karapace.core.kafka.admin.KafkaAdminClient	schema-reader	INFO    	Creating new topic NewTopic(topic=_schemas,num_partitions=1) with replication factor 1
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 4: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 4: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 5: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 5: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 6: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 6: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 7: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 7: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 8: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 8: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 9: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 9: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 10: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 10: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 11: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 11: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 12: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 12: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 13: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 13: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
